caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1990-125,1990-125-01,1990-125-01-01,1990-125-01-01-01,6/27/91,1,501 U.S. 808,111 S. Ct. 2597,115 L. Ed. 2d 720,1991 U.S. LEXIS 3821,1990,1604,Rehnquist,90-5721,PERVIS TYRONE PAYNE v. TENNESSEE,4/24/91,,126,,28,50,1,,,0,302,50,300,50,0,13,2,1,1,2,0,0,1,0,10130,1,1,0,2,,2,221,,102,102,1,6,3
1991-066,1991-066-01,1991-066-01-01,1991-066-01-01-01,5/4/92,1,504 U.S. 1,112 S. Ct. 1715,118 L. Ed. 2d 318,1992 U.S. LEXIS 2690,1991,1605,Rehnquist,90-1859,"J. C. KEENEY, SUPERINTENDENT, OREGON STATE PENITENTIARY v. JOSE TAMAYO-REYES",1/15/92,,28,43,126,,1,,,0,108,,29,,0,11,3,2,1,4,0,1,1,0,10020,1,1,0,3,,,,,95,102,1,5,4
1991-077,1991-077-01,1991-077-01-01,1991-077-01-01-01,5/26/92,1,504 U.S. 298,112 S. Ct. 1904,119 L. Ed. 2d 91,1992 U.S. LEXIS 3123,1991,1605,Rehnquist,91-194,"QUILL CORPORATION v. NORTH DAKOTA BY AND THROUGH ITS TAX COMMISSIONER, HEIDI HEITKAMP",1/22/92,,238,,28,39,1,,,0,302,39,300,39,0,12,3,2,3,4,0,1,1,0,80100,8,1,0,2,,2,230,,103,102,1,8,1
1991-117,1991-117-01,1991-117-01-01,1991-117-01-01-01,6/29/92,1,505 U.S. 833,112 S. Ct. 2791,120 L. Ed. 2d 674,1992 U.S. LEXIS 4751,1991,1605,Rehnquist,91-744,"PLANNED PARENTHOOD OF SOUTHEASTERN PENNSYLVANIA, et al. v. ROBERT P. CASEY, et al., ETC.",4/22/92,,165,,28,45,1,,,0,109,,23,,0,12,6,1,3,7,0,1,1,0,50020,5,2,0,2,,2,230,,,100,1,5,4
1992-117,1992-117-01,1992-117-01-01,1992-117-01-01-01,6/28/93,1,509 U.S. 688,113 S. Ct. 2849,125 L. Ed. 2d 556,1993 U.S. LEXIS 4405,1992,1605,Rehnquist,91-1231,UNITED STATES v. ALVIN J. DIXON AND MICHAEL FOSTER,12/2/92,,27,,100,,1,,,0,302,10,300,10,0,12,6,2,1,7,0,0,1,0,10170,1,2,0,1,,2,206,NA,105,95,1,5,4
1993-061,1993-061-01,1993-061-01-01,1993-061-01-01-01,6/6/94,1,511 U.S. 738,114 S. Ct. 1921,128 L. Ed. 2d 745,1994 U.S. LEXIS 4277,1993,1606,Rehnquist,92-8556,KENNETH O. NICHOLS v. UNITED STATES,1/10/94,,126,,27,,1,,,0,116,,26,,1,5,2,1,1,2,0,0,1,0,10120,1,1,0,1,,2,214,,102,102,1,6,3
1993-078,1993-078-01,1993-078-01-01,1993-078-01-01-01,6/20/94,1,512 U.S. 267,114 S. Ct. 2251,129 L. Ed. 2d 221,1994 U.S. LEXIS 4669,1993,1606,Rehnquist,93-744,"DIRECTOR, OFFICE OF WORKERS' COMPENSATION PROGRAMS, DEPARTMENT OF LABOR v. GREENWICH COLLIERIES",4/25/94,,393,,151,,1,71,,0,23,,23,,0,2,5,1,1,2,0,0,1,0,80040,8,1,0,4,,3,305,,104,102,1,6,3
1994-055,1994-055-01,1994-055-01-01,1994-055-01-01-01,5/15/95,1,514 U.S. 695,115 S. Ct. 1754,131 L. Ed. 2d 779,1995 U.S. LEXIS 3184,1994,1607,Rehnquist,94-172,JOHN BRUCE HUBBARD v. UNITED STATES,2/21/95,,114,,27,,1,,,0,81,,26,,1,2,2,1,1,3,0,1,1,0,10420,1,2,0,4,,6,600,18 U.S.C. § 1001,103,103,1,6,3
1994-069,1994-069-01,1994-069-01-01,1994-069-01-01-01,6/12/95,1,515 U.S. 200,115 S. Ct. 2097,132 L. Ed. 2d 158,1995 U.S. LEXIS 4037,1994,1607,Rehnquist,93-1841,"ADARAND CONSTRUCTORS, INC. v. FEDERICO PENA, SECRETARY OF TRANSPORTATION, et al.",1/17/95,,176,,329,,1,,,0,52,,30,,0,12,2,2,1,5,0,1,1,0,20070,2,1,0,1,,2,212,,104,102,1,5,4
1994-081,1994-081-01,1994-081-01-01,1994-081-01-01-01,6/19/95,1,515 U.S. 506,115 S. Ct. 2310,132 L. Ed. 2d 444,1995 U.S. LEXIS 4068,1994,1607,Rehnquist,94-514,UNITED STATES v. MICHAEL E. GAUDIN,4/17/95,,27,,100,,1,,,0,88,,29,,1,12,3,2,1,2,0,0,1,0,10190,1,2,0,1,,2,207,,105,102,1,9,0
1995-023,1995-023-01,1995-023-01-01,1995-023-01-01-01,2/21/96,1,516 U.S. 325,116 S. Ct. 848,133 L. Ed. 2d 796,1996 U.S. LEXIS 1379,1995,1607,Rehnquist,94-1239,"FULTON CORPORATION v. JANICE H. FAULKNER, SECRETARY OF REVENUE OF NORTH CAROLINA",10/31/95,,25,38,19,38,1,,,0,302,38,300,38,0,12,3,2,3,4,0,1,1,0,80100,8,1,0,2,,1,111,,107,102,1,9,0
1995-037,1995-037-01,1995-037-01-01,1995-037-01-01-01,3/27/96,1,517 U.S. 44,116 S. Ct. 1114,134 L. Ed. 2d 252,1996 U.S. LEXIS 2165,1995,1607,Rehnquist,94-12,SEMINOLE TRIBE OF FLORIDA v. FLORIDA et al.,10/11/95,,170,,28,12,1,,,0,58,,31,,0,12,4,1,2,2,0,0,1,0,100120,10,1,0,2,7,2,224,,102,102,1,5,4
1995-049,1995-049-01,1995-049-01-01,1995-049-01-01-01,5/13/96,1,517 U.S. 484,116 S. Ct. 1495,134 L. Ed. 2d 711,1996 U.S. LEXIS 3020,1995,1607,Rehnquist,94-1140,"44 LIQUORMART, INC. AND PEOPLES SUPER LIQUOR STORES, INC. v. RHODE ISLAND AND RHODE ISLAND LIQUOR STORES ASSOCIATION",11/1/95,,115,,28,47,1,,,0,113,,21,,0,10,3,1,3,3,0,1,1,0,30020,3,2,0,2,,2,200,,103,102,1,9,0
1995-081,1995-081-01,1995-081-01-01,1995-081-01-01-01,6/24/96,1,518 U.S. 343,116 S. Ct. 2174,135 L. Ed. 2d 606,1996 U.S. LEXIS 4220,1995,1607,Rehnquist,94-1511,"SAMUEL A. LEWIS, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, et al. v. FLETCHER CASEY, JR., et al.",11/29/95,,28,4,215,,1,,,0,45,,29,,0,12,2,2,1,4,0,1,1,0,40040,4,1,0,3,7,,,,105,102,1,8,1
1996-080,1996-080-01,1996-080-01-01,1996-080-01-01-01,6/23/97,1,521 U.S. 203,117 S. Ct. 1997,138 L. Ed. 2d 391,1997 U.S. LEXIS 4000,1996,1607,Rehnquist,96-552,"RACHEL AGOSTINI, et al. v. BETTY-LOUISE FELTON et al.",4/15/97,,202,,25,37,1,,,0,94,,22,,0,12,2,2,1,4,0,1,1,0,30180,3,1,0,2,,2,203,,104,102,1,5,4
1997-002,1997-002-01,1997-002-01-01,1997-002-01-01-01,11/4/97,1,522 U.S. 3,118 S. Ct. 275,139 L. Ed. 2d 199,1997 U.S. LEXIS 6705,1997,1607,Rehnquist,96-871,"STATE OIL COMPANY v. BARKAT U. KHAN AND KHAN & ASSOCIATES, INC.",10/7/97,,141,,238,,1,,,0,66,,27,,0,11,3,1,1,5,0,1,1,0,80010,8,2,0,4,,3,367,,104,102,1,9,0
1997-009,1997-009-01,1997-009-01-01,1997-009-01-01-01,12/10/97,1,522 U.S. 93,118 S. Ct. 488,139 L. Ed. 2d 450,1997 U.S. LEXIS 7497,1997,1607,Rehnquist,96-976,"JOHN HUDSON, LARRY BARESEL, AND JACK BUTLER RACKLEY v. UNITED STATES",10/8/97,,100,,27,,1,17,,0,107,,30,,0,9,3,1,1,2,0,0,1,0,10170,1,1,0,1,,2,206,,102,102,1,9,0
1997-087,1997-087-01,1997-087-01-01,1997-087-01-01-01,6/15/98,1,524 U.S. 236,118 S. Ct. 1969,141 L. Ed. 2d 242,1998 U.S. LEXIS 3887,1997,1607,Rehnquist,96-8986,ARNOLD F. HOHN v. UNITED STATES,3/3/98,,215,,27,,1,,,0,89,,28,,1,11,9,1,1,5,0,1,1,0,10020,1,2,0,4,,6,600,28 U.S.C. § 1254,106,103,1,5,4
1998-038,1998-038-01,1998-038-01-01,1998-038-01-01-01,3/24/99,1,526 U.S. 172,119 S. Ct. 1187,143 L. Ed. 2d 270,1999 U.S. LEXIS 2190,1998,1607,Rehnquist,97-1337,"MINNESOTA, et al. v. MILLE LACS BAND OF CHIPPEWA INDIANS et al.",12/2/98,,28,28,170,,1,,,0,83,,28,,0,12,2,2,1,2,0,0,1,0,20150,2,2,0,4,,6,600,7 Stat. 536,104,103,1,5,4
1998-090,1998-090-01,1998-090-01-01,1998-090-01-01-01,6/23/99,1,527 U.S. 666,119 S. Ct. 2219,144 L. Ed. 2d 605,1999 U.S. LEXIS 4375,1998,1607,Rehnquist,98-149,COLLEGE SAVINGS BANK v. FLORIDA PREPAID POSTSECONDARY EDUCATION EXPENSE BOARD et al.,4/20/99,,113,,4,12,1,,,0,92,,23,,0,12,2,1,2,2,0,0,1,0,100120,10,1,0,1,,6,600,15 U.S.C. § 1125,105,102,1,5,4
1999-087,1999-087-01,1999-087-01-01,1999-087-01-01-01,6/28/00,7,530 U.S. 793,120 S. Ct. 2530,147 L. Ed. 2d 660,2000 U.S. LEXIS 4485,1999,1607,Rehnquist,98-1648,"GUY MITCHELL, et al. v. MARY L. HELMS, et al.",12/1/99,,19,22,25,22,1,,,0,75,,25,,0,12,3,2,1,3,0,1,1,0,30180,3,1,0,1,,2,203,,108,102,1,6,3
2000-053,2000-053-01,2000-053-01-01,2000-053-01-01-01,5/21/01,1,532 U.S. 557,121 S. Ct. 1782,149 L. Ed. 2d 820,2001 U.S. LEXIS 3813,2000,1607,Rehnquist,99-1978,"UNITED STATES v. TERRY J. HATTER, JR., JUDGE, UNITED STATES DISTRICT COURT FOR THE CENTRAL DISTRICT OF CALIFORNIA, et al.",2/20/01,,27,,16,60,1,,,0,3,,8,,0,12,3,1,2,7,0,1,1,0,120010,12,2,0,1,,1,137,,110,102,1,5,2
2001-047,2001-047-01,2001-047-01-01,2001-047-01-01-01,5/13/02,1,535 U.S. 613,122 S. Ct. 1640,152 L. Ed. 2d 806,2002 U.S. LEXIS 3220,2001,1607,Rehnquist,01-298,"PAUL D. LAPIDES v. BOARD OF REGENTS OF THE UNIVERSITY SYSTEM OF GEORGIA, et al.",2/25/02,,8,13,26,13,1,,,0,60,,31,,0,11,3,1,1,3,0,1,1,0,100120,10,2,0,2,,2,224,,110,102,1,9,0
2001-048,2001-048-01,2001-048-01-01,2001-048-01-01-01,5/20/02,1,535 U.S. 625,122 S. Ct. 1781,152 L. Ed. 2d 860,2002 U.S. LEXIS 3565,2001,1607,Rehnquist,01-687,"UNITED STATES v. LEONARD COTTON, MARQUETTE HALL, LAMONT THOMAS, MATILDA HALL, JOVAN POWELL, JESUS HALL, AND STANLEY HALL, JR.",4/15/02,,27,,100,,1,,,0,79,,24,,0,12,5,2,1,4,0,1,1,0,10370,1,1,0,4,,4,401,NA,102,102,1,9,0
2001-070,2001-070-01,2001-070-01-01,2001-070-01-01-01,6/20/02,1,536 U.S. 304,122 S. Ct. 2242,153 L. Ed. 2d 335,2002 U.S. LEXIS 4648,2001,1607,Rehnquist,00-8452,DARYL RENARD ATKINS v. VIRGINIA,2/20/02,,126,,28,55,1,,,0,302,55,300,55,1,10,2,1,3,4,0,1,1,0,10130,1,2,0,2,,2,221,,103,103,1,6,3
2001-077,2001-077-01,2001-077-01-01,2001-077-01-01-01,6/24/02,1,536 U.S. 584,122 S. Ct. 2428,153 L. Ed. 2d 556,2002 U.S. LEXIS 4651,2001,1607,Rehnquist,01-488,TIMOTHY STUART RING v. ARIZONA,4/22/02,,126,,28,4,1,,,0,302,4,300,4,0,9,2,1,3,4,0,1,1,0,10560,1,2,0,2,,2,215,,109,103,1,7,2
2002-083,2002-083-01,2002-083-01-01,2002-083-01-01-01,6/26/03,1,539 U.S. 558,123 S. Ct. 2472,156 L. Ed. 2d 508,2003 U.S. LEXIS 5013,2002,1607,Rehnquist,02-102,JOHN GEDDES LAWRENCE AND TYRON GARNER v. TEXAS,3/26/03,,162,,28,51,1,,,0,302,51,301,51,1,11,2,1,3,4,0,1,1,0,50010,5,2,0,2,,2,230,,106,103,1,6,3
2003-040,2003-040-01,2003-040-01-01,2003-040-01-01-01,3/8/04,1,541 U.S. 36,124 S. Ct. 1354,158 L. Ed. 2d 177,2004 U.S. LEXIS 1838,2003,1607,Rehnquist,Feb-10,MICHAEL D. CRAWFORD v. WASHINGTON,11/10/03,,100,,28,56,1,,,0,302,56,300,56,0,11,3,1,1,4,0,1,1,0,10270,1,2,0,2,,2,213,,105,102,1,9,0
2004-024,2004-024-01,2004-024-01-01,2004-024-01-01-01,3/1/05,1,543 U.S. 551,125 S. Ct. 1183,161 L. Ed. 2d 1,2005 U.S. LEXIS 2200,2004,1607,Rehnquist,03-633,"DONALD P. ROPER, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. CHRISTOPHER SIMMONS",10/13/04,,28,30,126,,1,,,0,302,30,300,30,0,12,12,2,3,2,0,0,1,0,10130,1,2,0,3,2,2,221,,106,103,1,5,4
2005-023,2005-023-01,2005-023-01-01,2005-023-01-01-01,1/23/06,1,546 U.S. 356,126 S. Ct. 990,163 L. Ed. 2d 945,2006 U.S. LEXIS 917,2005,1701,Roberts,04-885,"CENTRAL VIRGINIA COMMUNITY COLLEGE, et al. v. BERNARD KATZ, LIQUIDATING SUPERVISOR FOR WALLACE'S BOOKSTORES, INC.",10/31/05,,28,55,114,,1,,,0,73,,26,,0,11,2,2,1,2,0,0,1,0,100100,10,2,0,1,,1,112,,103,103,1,5,4
2005-038,2005-038-01,2005-038-01-01,2005-038-01-01-01,3/1/06,1,547 U.S. 28,126 S. Ct. 1281,164 L. Ed. 2d 26,2006 U.S. LEXIS 2024,2005,1702,Roberts,04-1329,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",11/29/05,,173,,184,,1,,,0,48,,29,,0,11,4,2,1,5,0,1,1,0,80010,8,1,0,7,4,3,367,,103,111,1,8,0
2006-031,2006-031-01,2006-031-01-01,2006-031-01-01-01,4/18/07,1,550 U.S. 124,127 S. Ct. 1610,167 L. Ed. 2d 480,2007 U.S. LEXIS 4338,2006,1702,Roberts,05-380,"ALBERTO R. GONZALES, ATTORNEY GENERAL v. LEROY CARHART, et al.",11/8/06,,1,,206,,1,,,0,89,,28,,0,12,2,2,1,3,0,1,1,0,50020,5,1,0,1,,6,600,18 U.S.C. § 1531,106,111,1,5,4
2006-045,2006-045-01,2006-045-01-01,2006-045-01-01-01,5/21/07,1,550 U.S. 544,127 S. Ct. 1955,167 L. Ed. 2d 929,2007 U.S. LEXIS 5901,2006,1702,Roberts,05-1126,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/06,,205,,134,,1,,,0,96,,22,,0,11,3,2,1,4,0,1,1,0,80010,8,1,0,4,,3,367,,107,111,1,7,2
2006-061,2006-061-01,2006-061-01-01,2006-061-01-01-01,6/14/07,1,551 U.S. 205,127 S. Ct. 2360,168 L. Ed. 2d 96,2007 U.S. LEXIS 7721,2006,1702,Roberts,Jun-06,"KEITH BOWLES v. HARRY RUSSELL, WARDEN",3/26/07,,126,,28,41,1,,,0,103,,26,,0,12,9,1,1,2,0,0,1,0,90480,9,1,0,4,,4,400,,108,111,1,5,4
2006-073,2006-073-01,2006-073-01-01,2006-073-01-01-01,6/28/07,1,551 U.S. 701,127 S. Ct. 2738,168 L. Ed. 2d 508,2007 U.S. LEXIS 8670,2006,1702,Roberts,05-908,PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1 et al.,12/4/06,,202,,21,56,1,,,0,129,,29,,0,12,2,2,4,4,0,1,1,0,20050,2,1,0,2,4,2,231,NA,111,111,1,5,4
2006-074,2006-074-01,2006-074-01-01,2006-074-01-01-01,6/28/07,1,551 U.S. 877,127 S. Ct. 2705,168 L. Ed. 2d 623,2007 U.S. LEXIS 8668,2006,1702,Roberts,06-480,"LEEGIN CREATIVE LEATHER PRODUCTS, INC. v. PSKS, INC., DBA KAY'S KLOSET . . . KAY'S SHOES",3/26/07,,184,,238,,1,,,0,119,,25,,0,11,2,2,1,4,0,1,1,0,80010,8,1,0,4,,3,367,,106,111,1,5,4
2008-013,2008-013-01,2008-013-01-01,2008-013-01-01-01,1/21/09,1,555 U.S. 223,129 S. Ct. 808,172 L. Ed. 2d 565,2009 U.S. LEXIS 591,2008,1702,Roberts,07-751,"CORDELL PEARSON, et al. v. AFTON CALLAHAN",10/14/08,,8,52,174,,1,,,0,123,,30,,1,11,7,2,1,3,0,1,1,0,20400,2,1,0,7,4,3,314,NA,112,111,1,9,0
2008-059,2008-059-01,2008-059-01-01,2008-059-01-01-01,5/26/09,1,556 U.S. 778,129 S. Ct. 2079,173 L. Ed. 2d 955,2009 U.S. LEXIS 3973,2008,1702,Roberts,07-1529,JESSE JAY MONTEJO v. LOUISIANA,1/13/09,,126,,28,22,1,,,0,302,22,300,22,0,12,2,1,1,5,0,1,1,0,10120,1,1,0,2,,2,214,NA,105,111,1,5,4
2009-012,2009-012-01,2009-012-01-01,2009-012-01-01-01,1/21/10,1,558 U.S. 310,130 S. Ct. 876,175 L. Ed. 2d 753,2010 U.S. LEXIS 766,2009,1703,Roberts,08-205,CITIZENS UNITED v. FEDERAL ELECTION COMMISSION,3/24/09,9/9/09,211,,343,,2,43,,1,55,,55,,0,1,1,2,2,7,0,1,1,0,30140,3,1,0,1,,2,200,NA,106,111,1,5,4
2009-091,2009-091-01,2009-091-01-01,2009-091-01-01-01,6/28/10,1,561 U.S. 742,130 S. Ct. 3020,177 L. Ed. 2d 894,2010 U.S. LEXIS 5523,2009,1703,Roberts,08-1521,"OTIS MCDONALD, et al. v. CITY OF CHICAGO, ILLINOIS, et al.",3/2/10,,227,,3,17,1,,,0,66,,27,,0,12,2,2,4,4,0,1,1,0,10600,1,1,0,2,,2,239,NA,112,111,1,5,4
2010-065,2010-065-01,2010-065-01-01,2010-065-01-01-01,6/16/11,1,564 U.S. 211,131 S. Ct. 2355,180 L. Ed. 2d 269,2011 U.S. LEXIS 4558,2010,1704,Roberts,09-1227,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",2/22/11,,253,,27,,1,,,0,109,,23,,0,12,2,1,1,4,0,1,1,0,90220,9,2,0,1,,1,139,NA,106,111,1,9,0
2012-062,2012-062-01,2012-062-01-01,2012-062-01-01-01,6/17/13,1,570 U.S. ?1,133 S. Ct. 2151,186 L. Ed. 2d 314,2013 U.S. LEXIS 4543,2012,1704,Roberts,Nov-35,"ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES",1/14/13,,126,,27,,1,,,0,126,,24,,0,13,2,1,1,5,0,1,1,0,10560,1,2,0,1,1,2,217,NA,108,108,1,5,4
2014-016,2014-016-01,2014-016-01-01,2014-016-01-01-01,6/26/15,1,576 U.S. ?1,135 S. Ct. 2551,192 L. Ed. 2d 569,2015 U.S. LEXIS 4251,2014,1704,Roberts,13-7120,JOHNSON v. UNITED STATES,11/5/14,4/20/15,126,,27,,1,,,0,83,,28,,0,11,2,1,2,4,0,1,1,0,40040,4,2,0,1,,2,207,NA,105,111,1,8,1
2014-070,2014-070-01,2014-070-01-01,2014-070-01-01-01,6/26/15,1,576 U.S. ?2,135 S. Ct. 2584,192 L. Ed. 2d 609,2015 U.S. LEXIS 4250,2014,1704,Roberts,14-556,OBERGEFELL v. HODGES,4/28/15,,162,,7,41,1,,,0,104,,26,,1,11,3,1,3,3,0,1,1,0,40010,4,2,0,2,,2,230,NA,106,106,1,5,4
2015-007,2015-007-01,2015-007-01-01,2015-007-01-01-01,1/12/16,1,577 U.S. ?1,136 S. Ct. 616,193 L. Ed. 2d 504,2016 U.S. LEXIS 619,2015,1704,Roberts,14-7505,HURST v. FLORIDA,10/13/15,,126,,28,12,1,,,0,302,12,300,12,1,11,2,1,3,4,0,1,1,0,10580,1,2,0,2,,2,215,NA,113,111,1,8,1
2017-045,2017-045-01,2017-045-01-01,2017-045-01-01-01,6/27/18,1,585 U.S. ?1,138 S. Ct. 2448,201 L. Ed. 2d 924,2018 U.S. LEXIS 4028,2017,1706,Roberts,16-1466,"JANUS v. AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES, COUNCIL 31",2/26/18,,8,17,249,,1,,,0,66,,27,,0,10,2,2,3,4,0,1,1,0,70030,7,1,0,2,,2,200,NA,112,111,1,5,4
2017-059,2017-059-01,2017-059-01-01,2017-059-01-01-01,6/21/18,1,585 U.S. ?2,138 S. Ct. 2080,201 L. Ed. 2d 403,2018 U.S. LEXIS 3835,2017,1706,Roberts,17-494,SOUTH DAKOTA v. WAYFAIR,4/17/18,,28,49,233,,1,,,0,302,49,300,49,0,10,2,1,1,5,0,1,1,0,80100,8,2,0,3,,1,111,NA,106,106,1,5,4
2017-074,2017-074-01,2017-074-01-01,2017-074-01-01-01,6/26/18,1,585 U.S. ?3,138 S. Ct. 2392,201 L. Ed. 2d 775,2018 U.S. LEXIS 4026,2017,1706,Roberts,17-965,"TRUMP, PRESIDENT OF U.S. v. HAWAII",4/25/18,,19,60,28,15,1,,,0,63,,29,,0,12,4,2,1,4,0,1,1,0,20310,2,1,0,4,,3,344,NA,111,111,1,5,4
