caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,uscite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,caseid,parties,year,overruled,overruling,indeg,outdeg
2004-024,2004-024-01,2004-024-01-01,2004-024-01-01-01,3/1/2005,1.0,543US551,125 S. Ct. 1183,161 L. Ed. 2d 1,2005 U.S. LEXIS 2200,2004.0,1607.0,Rehnquist,03-633,"DONALD P. ROPER, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. CHRISTOPHER SIMMONS",10/13/2004,,28.0,30.0,126.0,,1.0,,,0.0,302.0,30.0,300.0,30.0,0.0,12.0,12.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,10130.0,1.0,2.0,0.0,3.0,2.0,2.0,221.0,,106.0,103.0,1.0,5.0,4.0,,,,,,,
2005-023,2005-023-01,2005-023-01-01,2005-023-01-01-01,1/23/2006,1.0,546US356,126 S. Ct. 990,163 L. Ed. 2d 945,2006 U.S. LEXIS 917,2005.0,1701.0,Roberts,04-885,"CENTRAL VIRGINIA COMMUNITY COLLEGE, et al. v. BERNARD KATZ, LIQUIDATING SUPERVISOR FOR WALLACE'S BOOKSTORES, INC.",10/31/2005,,28.0,55.0,114.0,,1.0,,,0.0,73.0,,26.0,,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,100100.0,10.0,2.0,0.0,1.0,,1.0,112.0,,103.0,103.0,1.0,5.0,4.0,,,,,,,
2005-038,2005-038-01,2005-038-01-01,2005-038-01-01-01,3/1/2006,1.0,547US28,126 S. Ct. 1281,164 L. Ed. 2d 26,2006 U.S. LEXIS 2024,2005.0,1702.0,Roberts,04-1329,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",11/29/2005,,173.0,,184.0,,1.0,,,0.0,48.0,,29.0,,0.0,11.0,4.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,80010.0,8.0,1.0,0.0,7.0,4.0,3.0,367.0,,103.0,111.0,1.0,8.0,0.0,,,,,,,
2006-031,2006-031-01,2006-031-01-01,2006-031-01-01-01,4/18/2007,1.0,550US124,127 S. Ct. 1610,167 L. Ed. 2d 480,2007 U.S. LEXIS 4338,2006.0,1702.0,Roberts,05-380,"ALBERTO R. GONZALES, ATTORNEY GENERAL v. LEROY CARHART, et al.",11/8/2006,,1.0,,206.0,,1.0,,,0.0,89.0,,28.0,,0.0,12.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,50020.0,5.0,1.0,0.0,1.0,,6.0,600.0,18 U.S.C. § 1531,106.0,111.0,1.0,5.0,4.0,,,,,,,
2006-045,2006-045-01,2006-045-01-01,2006-045-01-01-01,5/21/2007,1.0,550US544,127 S. Ct. 1955,167 L. Ed. 2d 929,2007 U.S. LEXIS 5901,2006.0,1702.0,Roberts,05-1126,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,,205.0,,134.0,,1.0,,,0.0,96.0,,22.0,,0.0,11.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,80010.0,8.0,1.0,0.0,4.0,,3.0,367.0,,107.0,111.0,1.0,7.0,2.0,,,,,,,
2006-061,2006-061-01,2006-061-01-01,2006-061-01-01-01,6/14/2007,1.0,551US205,127 S. Ct. 2360,168 L. Ed. 2d 96,2007 U.S. LEXIS 7721,2006.0,1702.0,Roberts,06-5306,"KEITH BOWLES v. HARRY RUSSELL, WARDEN",3/26/2007,,126.0,,28.0,41.0,1.0,,,0.0,103.0,,26.0,,0.0,12.0,9.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,90480.0,9.0,1.0,0.0,4.0,,4.0,400.0,,108.0,111.0,1.0,5.0,4.0,,,,,,,
2006-073,2006-073-01,2006-073-01-01,2006-073-01-01-01,6/28/2007,1.0,551US701,127 S. Ct. 2738,168 L. Ed. 2d 508,2007 U.S. LEXIS 8670,2006.0,1702.0,Roberts,05-908,PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1 et al.,12/4/2006,,202.0,,21.0,56.0,1.0,,,0.0,129.0,,29.0,,0.0,12.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,20050.0,2.0,1.0,0.0,2.0,4.0,2.0,231.0,,111.0,111.0,1.0,5.0,4.0,,,,,,,
2006-074,2006-074-01,2006-074-01-01,2006-074-01-01-01,6/28/2007,1.0,551US877,127 S. Ct. 2705,168 L. Ed. 2d 623,2007 U.S. LEXIS 8668,2006.0,1702.0,Roberts,06-480,"LEEGIN CREATIVE LEATHER PRODUCTS, INC. v. PSKS, INC., DBA KAY'S KLOSET . . . KAY'S SHOES",3/26/2007,,184.0,,238.0,,1.0,,,0.0,119.0,,25.0,,0.0,11.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,80010.0,8.0,1.0,0.0,4.0,,3.0,367.0,,106.0,111.0,1.0,5.0,4.0,,,,,,,
2008-013,2008-013-01,2008-013-01-01,2008-013-01-01-01,1/21/2009,1.0,555US223,129 S. Ct. 808,172 L. Ed. 2d 565,2009 U.S. LEXIS 591,2008.0,1702.0,Roberts,07-751,"CORDELL PEARSON, et al. v. AFTON CALLAHAN",10/14/2008,,8.0,52.0,174.0,,1.0,,,0.0,123.0,,30.0,,1.0,11.0,7.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,20400.0,2.0,1.0,0.0,7.0,4.0,3.0,314.0,,112.0,111.0,1.0,9.0,0.0,,,,,,,
2008-059,2008-059-01,2008-059-01-01,2008-059-01-01-01,5/26/2009,1.0,556US778,129 S. Ct. 2079,173 L. Ed. 2d 955,2009 U.S. LEXIS 3973,2008.0,1702.0,Roberts,07-1529,JESSE JAY MONTEJO v. LOUISIANA,1/13/2009,,126.0,,28.0,22.0,1.0,,,0.0,302.0,22.0,300.0,22.0,0.0,12.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,10120.0,1.0,1.0,0.0,2.0,,2.0,214.0,,105.0,111.0,1.0,5.0,4.0,,,,,,,
2009-012,2009-012-01,2009-012-01-01,2009-012-01-01-01,1/21/2010,1.0,558US310,130 S. Ct. 876,175 L. Ed. 2d 753,2010 U.S. LEXIS 766,2009.0,1703.0,Roberts,08-205,CITIZENS UNITED v. FEDERAL ELECTION COMMISSION,3/24/2009,9/9/2009,211.0,,343.0,,2.0,43.0,,1.0,55.0,,55.0,,0.0,1.0,1.0,2.0,2.0,7.0,0.0,1.0,1.0,0.0,30140.0,3.0,1.0,0.0,1.0,,2.0,200.0,,106.0,111.0,1.0,5.0,4.0,,,,,,,
2009-091,2009-091-01,2009-091-01-01,2009-091-01-01-01,6/28/2010,1.0,561US742,130 S. Ct. 3020,177 L. Ed. 2d 894,2010 U.S. LEXIS 5523,2009.0,1703.0,Roberts,08-1521,"OTIS MCDONALD, et al. v. CITY OF CHICAGO, ILLINOIS, et al.",3/2/2010,,227.0,,3.0,17.0,1.0,,,0.0,66.0,,27.0,,0.0,12.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,10600.0,1.0,1.0,0.0,2.0,,2.0,239.0,,112.0,111.0,1.0,5.0,4.0,,,,,,,
2010-065,2010-065-01,2010-065-01-01,2010-065-01-01-01,6/16/2011,1.0,564US211,131 S. Ct. 2355,180 L. Ed. 2d 269,2011 U.S. LEXIS 4558,2010.0,1704.0,Roberts,09-1227,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",2/22/2011,,253.0,,27.0,,1.0,,,0.0,109.0,,23.0,,0.0,12.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,90220.0,9.0,2.0,0.0,1.0,,1.0,139.0,,106.0,111.0,1.0,9.0,0.0,,,,,,,
2012-062,2012-062-01,2012-062-01-01,2012-062-01-01-01,6/17/2013,1.0,,133 S. Ct. 2151,186 L. Ed. 2d 314,2013 U.S. LEXIS 4543,2012.0,1704.0,Roberts,11-9335,"ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES",1/14/2013,,126.0,,27.0,,1.0,,,0.0,126.0,,24.0,,0.0,13.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,10560.0,1.0,2.0,0.0,1.0,1.0,2.0,217.0,,108.0,108.0,1.0,5.0,4.0,,,,,,,
2014-016,2014-016-01,2014-016-01-01,2014-016-01-01-01,6/26/2015,1.0,,135 S. Ct. 2551,192 L. Ed. 2d 569,2015 U.S. LEXIS 4251,2014.0,1704.0,Roberts,13-7120,JOHNSON v. UNITED STATES,11/5/2014,4/20/2015,126.0,,27.0,,1.0,,,0.0,83.0,,28.0,,0.0,11.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,40040.0,4.0,2.0,0.0,1.0,,2.0,207.0,,105.0,111.0,1.0,8.0,1.0,,,,,,,
2014-070,2014-070-01,2014-070-01-01,2014-070-01-01-01,6/26/2015,1.0,,135 S. Ct. 2584,192 L. Ed. 2d 609,2015 U.S. LEXIS 4250,2014.0,1704.0,Roberts,14-556,OBERGEFELL v. HODGES,4/28/2015,,162.0,,7.0,41.0,1.0,,,0.0,104.0,,26.0,,1.0,11.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,40010.0,4.0,2.0,0.0,2.0,,2.0,230.0,,106.0,106.0,1.0,5.0,4.0,,,,,,,
2015-007,2015-007-01,2015-007-01-01,2015-007-01-01-01,1/12/2016,1.0,,136 S. Ct. 616,193 L. Ed. 2d 504,2016 U.S. LEXIS 619,2015.0,1704.0,Roberts,14-7505,HURST v. FLORIDA,10/13/2015,,126.0,,28.0,12.0,1.0,,,0.0,302.0,12.0,300.0,12.0,1.0,11.0,2.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,10580.0,1.0,2.0,0.0,2.0,,2.0,215.0,,113.0,111.0,1.0,8.0,1.0,,,,,,,
2017-045,2017-045-01,2017-045-01-01,2017-045-01-01-01,6/27/2018,1.0,,138 S. Ct. 2448,201 L. Ed. 2d 924,2018 U.S. LEXIS 4028,2017.0,1706.0,Roberts,16-1466,"JANUS v. AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES, COUNCIL 31",2/26/2018,,8.0,17.0,249.0,,1.0,,,0.0,66.0,,27.0,,0.0,10.0,2.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,70030.0,7.0,1.0,0.0,2.0,,2.0,200.0,,112.0,111.0,1.0,5.0,4.0,,,,,,,
2017-059,2017-059-01,2017-059-01-01,2017-059-01-01-01,6/21/2018,1.0,,138 S. Ct. 2080,201 L. Ed. 2d 403,2018 U.S. LEXIS 3835,2017.0,1706.0,Roberts,17-494,SOUTH DAKOTA v. WAYFAIR,4/17/2018,,28.0,49.0,233.0,,1.0,,,0.0,302.0,49.0,300.0,49.0,0.0,10.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,80100.0,8.0,2.0,0.0,3.0,,1.0,111.0,,106.0,106.0,1.0,5.0,4.0,,,,,,,
2017-074,2017-074-01,2017-074-01-01,2017-074-01-01-01,6/26/2018,1.0,,138 S. Ct. 2392,201 L. Ed. 2d 775,2018 U.S. LEXIS 4026,2017.0,1706.0,Roberts,17-965,"TRUMP, PRESIDENT OF U.S. v. HAWAII",4/25/2018,,19.0,60.0,28.0,15.0,1.0,,,0.0,63.0,,29.0,,0.0,12.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,20310.0,2.0,1.0,0.0,4.0,,3.0,344.0,,111.0,111.0,1.0,5.0,4.0,,,,,,,
,,,,,,328US61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170.0,Girouard v. United States,1946.0,0.0,17342 17663 17664,31.0,19.0
,,,,,,370US690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22544.0,Continental Ore Co. v. Union Carbide & Carbon Corp.,1962.0,0.0,12864,21.0,31.0
,,,,,,476US573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28347.0,Brown-Forman Distillers Corp. v. New York State Liquor Auth.,1986.0,0.0,23553,13.0,22.0
,,,,,,478US570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28414.0,Rose v. Clark,1986.0,0.0,20109 20274 26270 26797,22.0,39.0
,,,,,,479US314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28463.0,Griffith v. Kentucky,1987.0,0.0,24426 24931,25.0,23.0
,,,,,,483US266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28607.0,American Trucking Ass'ns v. Scheiner,1987.0,0.0,18359 20368 20681,18.0,34.0
,,,,,,490US642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28942.0,Wards Cove Packing Co. v. Atonio,1989.0,0.0,24914,7.0,26.0
,,,,,,492US490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29003.0,Webster v. Reproductive Health Services,1989.0,0.0,25347 26657,6.0,84.0
